Temperature_C,Humidity_pct,Soil_Moisture_pct,Rainfall_24h_mm,Forecast_Rainfall_mm,Crop_Type,Growth_Stage,Solar_Radiation_MJ,Evapotranspiration_mm,Irrigation_Action
14.84,59.14,99.91,0.0,0.0,Rice,Flowering,17.66,3.79,0
25.53,51.7,37.41,4.29,0.0,Corn,Seedling,19.48,6.04,1
32.34,64.7,41.86,0.0,0.0,Soybean,Flowering,17.69,5.42,0
24.8,56.68,55.39,0.0,0.0,Corn,Flowering,19.77,5.7,0
30.43,62.71,17.67,0.0,0.0,Rice,Seedling,16.72,5.06,2
17.68,75.01,66.83,2.78,2.67,Soybean,Vegetative,26.86,4.9,0
24.82,49.36,54.79,0.0,0.0,Rice,Seedling,15.2,4.74,2
20.63,68.95,46.99,0.0,0.0,Wheat,Seedling,10.52,2.32,0
30.23,60.5,52.96,0.0,0.0,Rice,Fruiting,19.43,6.03,1
25.22,90.32,64.52,0.0,0.48,Tomato,Vegetative,13.71,1.89,0
29.83,56.76,75.64,0.0,0.0,Wheat,Seedling,12.6,4.06,0
32.61,70.43,93.28,0.99,0.0,Wheat,Fruiting,15.02,4.24,0
29.84,60.23,26.4,0.0,0.0,Soybean,Vegetative,17.1,5.28,1
26.91,39.18,18.93,0.61,0.0,Soybean,Vegetative,11.9,4.27,2
18.01,52.19,53.99,0.0,0.0,Soybean,Vegetative,18.9,4.81,0
24.98,73.21,11.07,0.0,0.65,Tomato,Flowering,12.78,2.91,2
21.27,53.51,63.56,0.0,0.43,Soybean,Vegetative,19.17,5.25,0
22.59,26.7,46.81,0.0,0.04,Wheat,Fruiting,15.34,5.46,0
22.38,59.53,58.56,0.0,0.0,Soybean,Seedling,17.12,4.5,0
18.14,43.61,44.08,0.0,0.0,Soybean,Flowering,9.37,2.6,0
11.3,61.98,62.35,1.62,0.0,Soybean,Vegetative,7.17,1.32,0
20.32,83.27,66.44,0.0,0.0,Tomato,Fruiting,17.66,2.83,0
26.35,71.54,55.63,0.0,0.0,Wheat,Flowering,25.17,6.1,0
15.56,83.05,32.43,0.5,0.0,Corn,Seedling,11.54,1.63,0
25.11,51.58,51.7,1.65,0.0,Wheat,Fruiting,24.24,7.44,0
38.3,57.85,80.0,0.0,0.32,Corn,Seedling,17.52,6.56,0
32.16,44.33,48.1,0.0,0.78,Rice,Flowering,12.86,4.93,0
36.5,49.74,44.94,0.0,0.0,Soybean,Seedling,13.58,5.38,0
27.74,46.1,77.05,0.0,0.56,Wheat,Fruiting,17.52,6.03,0
33.17,40.4,27.08,1.12,0.0,Rice,Vegetative,22.81,9.23,2
19.93,80.49,74.42,0.26,0.0,Soybean,Flowering,17.72,3.04,0
20.49,28.62,35.38,0.0,0.0,Rice,Vegetative,15.1,5.02,2
5.83,80.55,85.43,0.33,1.82,Corn,Fruiting,17.14,1.84,2
33.3,78.69,65.55,0.0,0.0,Rice,Flowering,10.13,2.46,0
35.78,67.5,37.86,1.99,1.12,Rice,Seedling,11.95,3.75,2
21.13,43.28,43.27,0.0,0.0,Corn,Fruiting,16.8,5.07,0
23.22,36.27,65.7,0.0,0.86,Rice,Vegetative,16.21,5.46,2
19.72,51.77,13.88,3.12,0.47,Soybean,Vegetative,14.98,4.01,2
27.68,69.38,41.7,0.0,0.0,Soybean,Seedling,16.12,4.17,0
32.87,60.05,58.48,0.0,0.0,Rice,Fruiting,14.18,4.67,0
12.8,44.35,46.81,0.58,0.0,Tomato,Seedling,9.54,2.24,0
27.87,77.22,54.71,0.0,0.0,Rice,Flowering,10.6,2.38,1
23.06,85.27,15.2,0.0,0.0,Soybean,Flowering,18.18,2.93,2
25.79,56.6,31.83,0.02,0.0,Rice,Flowering,23.43,6.92,2
28.21,61.64,62.31,0.0,1.45,Rice,Seedling,17.32,5.08,0
23.68,37.37,31.11,0.0,1.54,Soybean,Seedling,10.61,3.58,0
24.27,53.78,23.07,1.84,1.91,Rice,Fruiting,20.28,5.97,2
23.5,67.66,73.51,0.0,0.0,Wheat,Vegetative,15.37,3.71,0
31.79,65.32,57.98,0.0,0.0,Rice,Flowering,18.77,5.64,1
27.93,52.38,25.24,0.0,0.0,Tomato,Fruiting,15.62,5.07,2
26.54,55.89,51.18,0.0,0.0,Corn,Fruiting,20.53,6.22,0
16.1,53.29,31.99,0.0,0.0,Soybean,Vegetative,19.12,4.56,1
22.35,55.82,47.44,0.0,0.0,Corn,Seedling,8.76,2.41,0
31.29,66.35,51.64,0.64,0.0,Corn,Vegetative,19.35,5.67,0
25.26,30.49,27.8,0.0,4.76,Soybean,Flowering,15.71,5.8,0
29.62,58.88,62.32,0.0,0.0,Corn,Flowering,14.54,4.55,0
37.37,65.25,62.81,0.0,0.0,Wheat,Flowering,18.35,6.14,1
32.27,51.44,49.92,0.0,0.0,Tomato,Fruiting,17.47,6.27,1
25.65,52.81,56.52,0.0,0.0,Soybean,Vegetative,12.18,3.74,0
21.42,53.24,21.38,0.0,0.1,Rice,Seedling,17.27,4.76,2
7.13,52.81,84.74,0.0,0.41,Soybean,Flowering,7.72,1.36,0
23.82,60.09,48.78,5.19,0.0,Soybean,Seedling,19.54,5.29,0
22.72,61.94,32.82,0.0,5.45,Soybean,Flowering,17.19,4.42,1
27.73,28.49,45.25,0.0,0.0,Tomato,Fruiting,17.57,6.96,1
23.92,69.79,67.41,0.0,0.0,Tomato,Fruiting,12.75,3.01,0
22.76,55.65,60.5,0.0,0.35,Rice,Flowering,30.0,8.33,1
12.54,88.99,40.33,0.0,2.86,Wheat,Fruiting,20.46,2.12,0
18.42,42.13,64.87,0.0,0.49,Soybean,Seedling,14.16,4.01,0
28.34,46.99,44.52,0.0,0.0,Tomato,Fruiting,18.07,6.24,1
37.01,56.96,53.41,2.4,0.0,Rice,Vegetative,17.84,6.6,1
24.32,66.2,35.55,0.0,5.4,Wheat,Flowering,17.17,4.32,0
27.29,30.74,63.92,0.0,0.0,Soybean,Vegetative,2.0,0.77,0
31.67,47.56,47.83,3.75,0.0,Rice,Vegetative,16.57,6.11,1
19.32,68.87,78.39,0.0,0.0,Rice,Flowering,20.24,4.31,0
27.57,45.78,15.17,0.0,1.41,Rice,Flowering,12.67,4.35,2
19.82,80.55,28.67,0.63,3.51,Tomato,Fruiting,7.47,1.27,1
31.05,53.19,40.81,0.0,0.0,Corn,Fruiting,12.48,4.29,1
26.06,46.51,76.12,0.0,0.0,Soybean,Vegetative,15.69,5.18,0
27.09,69.15,90.04,1.01,0.0,Corn,Vegetative,23.91,6.13,0
19.52,84.11,39.79,0.06,0.0,Wheat,Vegetative,16.16,2.47,0
29.95,66.25,49.84,0.43,0.0,Tomato,Fruiting,12.27,3.5,0
39.59,78.91,49.59,0.0,0.0,Wheat,Vegetative,20.46,5.55,0
17.94,85.15,72.92,0.0,0.0,Tomato,Seedling,13.62,1.93,0
22.62,46.17,66.12,1.07,0.0,Soybean,Flowering,8.28,2.53,0
26.62,74.08,29.72,0.0,0.0,Tomato,Fruiting,11.28,2.62,2
30.5,37.15,43.97,0.0,0.0,Corn,Seedling,18.26,7.19,0
21.08,66.37,13.06,0.0,0.0,Rice,Flowering,10.94,2.54,2
5.17,58.93,75.92,0.16,0.0,Tomato,Seedling,20.1,3.04,0
34.51,78.64,42.2,0.0,7.2,Soybean,Fruiting,24.38,6.06,0
30.32,77.58,26.75,1.35,0.0,Rice,Fruiting,22.15,5.19,2
12.8,68.55,64.46,1.65,0.0,Soybean,Flowering,12.68,2.24,0
20.75,64.48,45.62,0.6,1.39,Corn,Fruiting,9.04,2.14,2
35.98,67.63,71.27,0.0,0.0,Soybean,Fruiting,4.13,1.3,0
35.13,60.93,27.27,3.19,3.9,Corn,Flowering,13.05,4.44,1
31.57,59.08,90.99,0.0,0.0,Rice,Vegetative,4.72,1.53,0
23.77,81.64,72.04,0.79,0.0,Rice,Seedling,16.95,3.11,0
25.58,83.44,80.15,0.88,0.32,Rice,Fruiting,22.87,4.15,0
24.08,57.88,29.46,0.0,1.45,Soybean,Fruiting,16.83,4.71,0
32.9,63.56,82.53,7.29,0.0,Rice,Seedling,12.54,3.95,0
18.87,61.22,29.06,0.0,0.0,Wheat,Fruiting,21.48,5.04,0
19.36,35.82,43.79,3.11,0.24,Soybean,Seedling,12.22,3.74,0
32.07,54.95,71.55,1.31,2.93,Soybean,Seedling,13.32,4.59,2
24.69,84.0,65.09,0.0,0.0,Corn,Fruiting,14.31,2.5,0
34.65,48.75,18.14,0.0,0.0,Tomato,Fruiting,10.77,4.16,2
20.3,91.72,81.4,0.0,0.0,Rice,Vegetative,14.83,1.67,0
24.62,77.58,60.51,0.0,0.0,Corn,Flowering,20.49,4.23,0
18.54,66.02,46.11,0.0,0.0,Soybean,Vegetative,15.23,3.32,0
25.05,68.41,20.82,0.0,2.72,Rice,Fruiting,8.26,2.05,2
14.65,46.24,61.12,4.22,1.99,Rice,Fruiting,15.77,3.86,0
21.59,56.02,47.64,0.0,0.0,Tomato,Seedling,17.32,4.65,1
14.95,81.62,62.48,0.0,2.81,Tomato,Seedling,13.28,1.92,0
29.86,50.78,14.02,0.0,0.0,Corn,Fruiting,14.36,4.94,2
30.02,75.92,42.3,2.08,0.67,Soybean,Fruiting,21.0,5.07,0
12.89,39.34,61.53,0.0,0.0,Soybean,Seedling,13.56,3.33,0
34.34,42.03,79.27,0.0,0.0,Tomato,Seedling,16.74,6.84,0
42.48,88.52,42.86,0.0,0.16,Wheat,Fruiting,16.24,3.41,0
25.32,59.82,78.67,0.0,0.0,Soybean,Seedling,7.16,2.01,0
20.51,51.92,66.38,2.66,0.0,Rice,Vegetative,9.29,2.54,0
44.77,80.44,48.88,0.0,0.0,Tomato,Vegetative,14.42,4.11,1
15.77,78.69,38.11,0.0,1.73,Corn,Fruiting,18.31,2.92,1
25.14,73.81,33.28,0.0,0.0,Corn,Flowering,23.58,5.33,0
26.26,51.45,60.01,1.21,0.0,Soybean,Flowering,7.16,2.26,0
34.42,55.7,33.9,0.08,0.0,Wheat,Flowering,7.72,2.76,0
27.52,64.67,37.37,0.0,1.98,Wheat,Vegetative,14.61,4.05,0
21.51,70.42,50.22,0.0,0.0,Corn,Fruiting,17.97,3.95,0
18.34,52.37,48.53,0.5,0.0,Wheat,Fruiting,10.37,2.66,0
22.61,62.56,69.72,0.21,0.0,Corn,Seedling,16.8,4.27,0
17.95,64.01,44.22,0.0,0.0,Rice,Vegetative,19.35,4.27,1
25.33,79.3,69.72,0.0,0.86,Rice,Seedling,19.07,3.85,0
21.05,71.32,63.03,0.0,0.0,Wheat,Fruiting,26.19,5.61,0
14.54,37.4,17.23,0.0,0.0,Soybean,Vegetative,11.96,3.15,2
33.79,56.8,50.86,0.0,1.09,Soybean,Seedling,3.19,1.11,0
21.52,46.07,3.96,0.53,1.54,Soybean,Fruiting,11.51,3.42,2
16.12,68.52,38.24,0.0,0.0,Tomato,Fruiting,20.05,3.92,0
23.82,73.85,62.62,0.0,2.45,Rice,Vegetative,20.68,4.53,0
25.48,61.52,49.85,0.0,4.57,Tomato,Flowering,6.85,1.89,0
12.77,55.98,19.95,2.96,0.0,Tomato,Vegetative,22.44,4.68,2
27.32,61.04,26.66,0.0,0.0,Soybean,Fruiting,7.08,2.05,2
17.67,63.13,9.29,1.87,0.0,Tomato,Vegetative,13.25,2.94,2
36.98,50.4,15.24,0.0,0.0,Soybean,Seedling,17.65,7.0,2
28.67,41.72,56.09,0.0,0.0,Soybean,Vegetative,13.05,4.76,0
22.2,29.25,34.1,0.0,3.26,Wheat,Flowering,17.6,6.09,0
19.78,79.01,59.81,0.0,2.89,Rice,Flowering,12.88,2.28,1
24.27,67.45,52.13,2.51,4.74,Soybean,Flowering,15.88,3.92,0
29.29,65.44,49.59,0.0,5.9,Tomato,Flowering,8.48,2.41,0
24.82,78.98,74.35,0.0,0.0,Wheat,Vegetative,22.92,4.61,0
23.48,41.17,42.94,0.0,0.0,Soybean,Fruiting,14.28,4.65,0
25.41,33.97,62.8,0.72,2.67,Wheat,Vegetative,13.42,4.85,0
20.77,65.76,8.27,0.0,0.29,Corn,Vegetative,17.48,4.06,2
22.6,64.4,74.31,0.0,0.0,Soybean,Fruiting,8.43,2.09,0
10.4,34.03,26.3,0.59,0.0,Rice,Seedling,14.07,3.31,2
31.82,65.39,26.21,0.0,3.13,Wheat,Vegetative,8.89,2.67,0
27.09,54.0,33.66,0.0,0.0,Rice,Flowering,11.18,3.5,2
19.59,47.89,71.96,2.35,0.0,Wheat,Vegetative,14.67,4.07,0
38.29,55.0,24.57,0.24,0.0,Rice,Vegetative,17.44,6.75,2
25.61,23.38,29.25,0.0,3.32,Tomato,Seedling,12.43,4.86,2
17.75,51.13,32.62,1.11,0.0,Tomato,Flowering,13.5,3.45,2
31.0,49.44,50.0,0.0,0.12,Tomato,Vegetative,18.67,6.66,1
27.79,68.36,65.15,0.0,0.0,Soybean,Fruiting,13.61,3.59,0
27.76,57.63,82.23,1.52,0.0,Corn,Flowering,11.33,3.45,1
22.02,69.58,98.41,1.63,0.0,Rice,Seedling,17.14,3.87,0
28.15,21.76,53.78,0.0,0.0,Soybean,Fruiting,15.11,6.32,1
23.17,47.41,55.71,0.0,2.21,Corn,Flowering,14.48,4.42,0
28.89,68.34,25.38,0.16,0.0,Corn,Vegetative,20.79,5.62,2
11.67,55.37,93.93,0.28,0.0,Corn,Seedling,12.8,2.59,0
21.96,72.68,58.36,0.0,0.0,Soybean,Fruiting,18.37,3.93,0
37.06,32.93,32.78,1.3,0.0,Tomato,Vegetative,3.87,1.79,2
19.63,70.97,62.63,0.0,0.0,Tomato,Flowering,13.5,2.8,2
20.77,50.41,37.47,0.0,1.7,Wheat,Flowering,15.28,4.27,0
21.86,48.96,4.36,0.0,0.0,Corn,Seedling,14.24,4.15,2
16.5,74.87,68.66,0.07,4.37,Tomato,Seedling,11.34,2.01,0
9.54,77.43,88.06,0.0,0.0,Soybean,Flowering,7.36,0.98,0
23.39,75.52,65.05,0.0,0.0,Rice,Fruiting,12.0,2.52,0
25.95,90.58,55.5,0.0,0.0,Tomato,Fruiting,12.41,1.71,0
24.63,79.0,54.25,0.0,0.0,Rice,Fruiting,15.98,3.2,2
23.99,48.07,51.57,0.51,0.0,Soybean,Seedling,20.0,6.2,0
25.3,62.12,53.11,0.0,0.37,Corn,Fruiting,9.53,2.6,0
32.16,54.6,44.13,0.0,0.0,Rice,Vegetative,16.58,5.74,2
23.67,90.44,57.26,0.0,0.0,Rice,Fruiting,12.05,1.59,1
20.98,76.57,86.42,11.11,0.0,Soybean,Seedling,18.41,3.55,0
23.03,57.17,59.86,0.13,3.21,Corn,Fruiting,19.97,5.49,0
29.06,73.17,52.71,0.0,0.0,Tomato,Fruiting,18.33,4.58,0
34.88,41.52,54.55,3.59,0.0,Tomato,Vegetative,17.63,7.31,1
20.6,63.75,66.14,0.0,0.0,Corn,Fruiting,3.9,0.93,0
25.69,45.93,65.76,1.14,0.0,Corn,Vegetative,12.5,4.11,0
27.37,34.67,28.61,0.0,7.19,Soybean,Flowering,19.48,7.31,0
18.05,71.77,46.22,0.08,0.0,Tomato,Flowering,24.03,4.71,1
25.14,73.63,36.38,0.0,0.55,Tomato,Flowering,19.39,4.4,1
14.74,66.86,71.84,0.0,0.0,Wheat,Fruiting,17.91,3.45,2
12.62,57.26,70.0,1.5,0.0,Rice,Vegetative,15.46,3.16,0
27.57,41.0,19.45,0.0,0.0,Wheat,Flowering,12.75,4.57,1
22.31,42.58,55.68,0.0,0.0,Soybean,Flowering,22.58,7.06,1
26.42,45.46,73.83,0.0,0.0,Wheat,Seedling,17.63,5.92,0
24.87,56.49,44.65,4.38,0.0,Corn,Vegetative,13.99,4.05,0
18.17,76.14,62.93,0.3,0.0,Rice,Vegetative,16.5,2.98,0
24.68,75.91,67.95,0.11,0.0,Rice,Vegetative,16.34,3.5,0
16.37,35.27,22.96,0.0,0.0,Soybean,Vegetative,17.09,4.83,1
34.74,49.6,46.09,2.5,0.0,Soybean,Fruiting,18.77,7.2,0
15.51,49.2,78.03,0.0,0.0,Rice,Flowering,8.97,2.19,2
23.63,22.03,31.23,0.0,0.0,Soybean,Seedling,9.04,3.4,1
17.7,68.49,72.0,0.0,0.0,Rice,Vegetative,20.98,4.3,0
28.99,56.31,47.81,0.0,0.37,Rice,Fruiting,11.29,3.59,1
22.68,58.3,37.33,0.0,0.0,Tomato,Flowering,13.9,3.74,1
21.37,80.19,53.92,0.83,2.22,Corn,Fruiting,17.04,3.06,0
30.97,61.32,36.76,0.0,0.0,Rice,Vegetative,15.11,4.71,2
25.21,53.54,30.84,0.0,0.21,Wheat,Vegetative,15.73,4.74,1
28.62,68.58,44.82,0.0,0.0,Rice,Vegetative,12.07,3.23,2
18.13,75.88,57.98,0.0,0.0,Tomato,Vegetative,23.4,4.25,0
15.17,64.45,52.49,0.0,2.03,Rice,Fruiting,18.52,3.74,0
25.75,70.34,46.38,0.0,1.17,Rice,Seedling,15.21,3.71,1
22.77,57.82,55.2,0.39,3.12,Tomato,Fruiting,27.26,7.39,0
29.39,58.77,58.19,2.66,0.0,Corn,Vegetative,11.9,3.71,1
24.44,61.7,27.74,0.3,0.0,Soybean,Seedling,17.54,4.72,1
26.44,48.7,41.97,0.0,0.0,Tomato,Vegetative,15.95,5.2,1
13.64,51.48,14.51,0.0,0.0,Soybean,Seedling,16.9,3.81,2
38.22,80.67,44.28,0.0,0.69,Soybean,Fruiting,16.49,4.18,0
23.85,90.12,59.61,0.0,0.0,Wheat,Vegetative,28.83,3.88,0
29.88,83.88,63.73,0.0,0.0,Rice,Flowering,16.94,3.34,0
19.15,40.15,52.04,0.0,0.0,Soybean,Fruiting,17.33,5.09,0
27.16,38.7,55.63,5.13,3.0,Soybean,Fruiting,10.7,3.87,0
15.88,42.14,52.29,0.0,0.0,Soybean,Seedling,12.89,3.4,0
28.16,62.02,35.31,0.0,0.0,Wheat,Seedling,17.5,5.1,0
22.51,20.0,20.93,0.0,0.0,Tomato,Flowering,13.55,5.03,2
25.2,51.17,42.87,0.0,0.0,Soybean,Seedling,18.31,5.66,1
29.89,81.11,36.45,0.98,0.62,Corn,Flowering,14.11,3.01,0
16.37,74.74,54.87,1.8,2.12,Wheat,Fruiting,11.76,2.08,0
20.21,52.36,41.03,0.0,0.0,Corn,Fruiting,6.64,1.79,1
28.2,53.5,55.48,1.77,0.0,Tomato,Fruiting,21.52,6.94,0
39.69,68.51,45.34,0.0,1.08,Corn,Seedling,13.45,4.46,0
24.03,74.03,62.24,0.0,0.0,Rice,Flowering,13.89,3.05,0
29.14,52.0,55.18,0.0,1.85,Corn,Fruiting,19.3,6.45,0
24.25,56.48,46.08,0.32,0.0,Corn,Vegetative,12.02,3.43,0
38.6,51.51,39.14,0.0,0.0,Corn,Vegetative,23.28,9.4,1
12.77,40.03,62.15,0.0,0.0,Wheat,Fruiting,17.18,4.18,0
25.66,56.7,94.01,0.0,0.0,Tomato,Seedling,21.01,6.18,0
13.62,55.56,35.02,0.0,0.0,Rice,Fruiting,19.62,4.23,0
7.45,41.09,55.83,0.0,3.03,Tomato,Flowering,18.95,3.78,0
27.08,69.69,26.98,0.0,0.0,Corn,Vegetative,12.64,3.21,2
25.98,67.25,50.54,0.0,0.0,Corn,Vegetative,9.7,2.5,0
23.01,70.44,39.6,0.0,0.0,Corn,Seedling,19.86,4.53,1
24.26,48.48,45.67,2.31,2.21,Soybean,Vegetative,7.26,2.26,0
45.0,30.25,37.16,0.0,0.0,Tomato,Flowering,8.58,4.63,2
23.19,67.01,42.52,0.26,0.0,Rice,Seedling,13.78,3.34,2
28.57,50.04,10.55,2.51,2.88,Corn,Fruiting,13.65,4.6,2
20.45,46.64,78.11,0.0,0.0,Rice,Flowering,8.85,2.54,0
27.07,41.14,61.98,2.58,2.87,Wheat,Flowering,14.08,4.98,0
23.33,55.87,47.4,0.0,0.0,Soybean,Vegetative,14.46,4.06,0
22.13,83.66,38.27,0.0,0.75,Tomato,Seedling,13.14,2.18,1
37.73,52.42,43.82,0.29,0.0,Tomato,Fruiting,15.89,6.26,1
33.24,43.65,49.83,0.0,0.0,Rice,Vegetative,3.32,1.31,1
25.96,69.78,66.88,0.0,0.0,Corn,Fruiting,19.41,4.8,0
8.87,62.59,75.83,0.0,0.0,Soybean,Fruiting,23.87,4.0,0
22.47,28.21,65.92,0.0,0.0,Rice,Seedling,14.09,4.95,0
43.92,69.94,7.71,0.0,0.0,Wheat,Flowering,15.39,5.36,2
23.39,91.93,51.1,0.0,0.0,Rice,Vegetative,13.48,1.62,1
32.72,20.99,58.2,0.0,1.37,Corn,Fruiting,17.55,8.11,0
35.09,41.46,22.77,9.2,0.0,Rice,Flowering,19.18,7.99,2
26.53,20.0,65.62,0.0,0.0,Tomato,Fruiting,9.31,3.8,0
19.11,58.87,88.93,1.42,0.0,Corn,Flowering,12.61,3.07,0
7.95,74.86,85.32,0.0,0.0,Rice,Flowering,10.57,1.4,0
29.79,61.58,61.15,0.0,0.0,Rice,Flowering,21.91,6.65,1
19.3,80.88,48.08,0.0,0.22,Rice,Seedling,14.98,2.5,1
26.23,72.46,57.51,0.0,0.0,Tomato,Fruiting,13.49,3.21,0
16.25,85.53,32.56,0.0,0.0,Tomato,Seedling,18.25,2.43,2
23.14,77.4,38.79,0.0,0.0,Rice,Vegetative,13.11,2.62,2
25.24,53.96,34.46,0.0,0.0,Soybean,Fruiting,11.79,3.54,1
26.88,61.0,50.5,0.0,0.76,Wheat,Fruiting,7.12,2.04,0
17.2,46.97,43.45,1.01,0.0,Soybean,Seedling,21.36,5.6,1
33.38,56.54,50.35,0.0,0.0,Wheat,Fruiting,17.0,5.9,0
20.82,60.93,69.83,0.0,2.93,Rice,Vegetative,12.68,3.15,0
13.28,58.73,41.41,0.0,0.0,Corn,Vegetative,26.42,5.43,0
24.24,80.13,57.38,0.0,0.0,Tomato,Seedling,17.93,3.45,0
25.24,55.05,40.57,0.0,0.0,Soybean,Fruiting,11.36,3.37,0
26.12,46.02,50.44,0.0,0.0,Tomato,Vegetative,24.56,8.15,1
34.53,46.96,56.35,0.0,0.0,Tomato,Seedling,14.21,5.57,0
23.34,69.83,71.22,0.0,0.93,Tomato,Flowering,13.22,3.07,0
24.16,38.95,59.62,0.32,0.0,Wheat,Seedling,14.79,4.99,2
17.28,56.98,61.54,0.0,0.0,Corn,Flowering,17.16,4.06,0
30.74,79.91,22.71,1.49,0.0,Rice,Vegetative,13.01,2.91,2
26.29,64.39,28.61,0.0,0.0,Soybean,Fruiting,24.04,6.51,1
22.06,58.88,34.76,3.16,3.51,Corn,Flowering,13.77,3.62,1
11.67,59.46,63.73,0.0,0.0,Tomato,Seedling,13.09,2.53,0
35.11,44.56,16.04,0.0,0.0,Wheat,Flowering,9.51,3.85,0
16.41,47.14,58.48,0.0,0.0,Tomato,Flowering,15.6,3.99,0
20.86,57.07,56.77,0.0,0.0,Wheat,Seedling,5.03,1.31,0
27.51,64.07,10.85,0.0,0.0,Tomato,Flowering,9.9,2.76,2
16.62,74.22,35.28,0.6,0.0,Corn,Seedling,16.76,3.01,1
14.55,61.39,76.38,0.1,0.0,Soybean,Fruiting,15.78,3.26,0
10.13,80.29,75.44,0.0,7.21,Soybean,Flowering,16.4,2.09,0
30.05,84.08,35.28,0.99,0.0,Wheat,Seedling,14.56,2.86,0
21.18,71.93,33.6,0.0,0.0,Tomato,Vegetative,11.44,2.43,2
45.0,78.37,0.0,0.0,0.0,Rice,Vegetative,2.0,0.6,0
18.04,45.14,79.93,1.34,0.0,Rice,Flowering,15.23,4.16,0
18.55,42.76,50.6,0.0,0.0,Tomato,Seedling,5.65,1.6,0
21.04,67.77,91.21,0.0,9.9,Soybean,Seedling,8.89,2.02,0
26.7,39.88,41.29,0.0,3.09,Soybean,Vegetative,16.76,5.95,0
21.71,55.64,56.43,0.0,0.0,Soybean,Flowering,17.16,4.65,0
29.29,71.57,68.0,0.0,0.0,Tomato,Vegetative,17.78,4.59,0
18.15,81.2,90.44,6.59,0.0,Tomato,Flowering,11.93,1.91,0
15.33,56.19,64.09,0.0,0.0,Soybean,Fruiting,13.5,3.05,0
12.41,50.25,54.39,0.0,0.0,Tomato,Flowering,15.59,3.42,0
9.43,64.81,59.3,3.44,0.0,Soybean,Vegetative,15.45,2.57,0
21.37,43.9,27.68,3.45,0.0,Tomato,Fruiting,15.03,4.54,2
22.89,57.4,42.9,0.0,0.0,Tomato,Flowering,9.92,2.71,1
20.58,59.88,53.21,1.28,0.22,Corn,Vegetative,12.05,3.01,0
33.7,59.58,73.2,1.03,0.0,Tomato,Flowering,16.83,5.67,2
33.6,61.33,37.37,0.0,0.0,Corn,Fruiting,18.26,6.0,2
22.66,47.48,69.92,0.51,0.0,Tomato,Flowering,16.17,4.88,0
12.44,49.1,52.46,1.12,0.0,Rice,Seedling,16.19,3.59,1
21.03,48.79,74.61,1.67,0.0,Tomato,Flowering,25.19,7.2,0
20.8,35.7,60.77,0.0,0.56,Rice,Seedling,21.91,6.97,1
20.4,65.13,65.51,0.0,0.0,Tomato,Seedling,12.76,2.96,0
20.12,73.42,74.7,0.0,3.27,Corn,Flowering,24.67,4.96,0
20.43,71.94,71.34,0.0,4.38,Tomato,Fruiting,19.31,4.02,0
22.29,56.06,71.84,0.0,0.0,Wheat,Flowering,23.4,6.4,0
20.55,47.83,92.43,3.08,0.0,Wheat,Vegetative,18.42,5.25,0
26.46,71.16,83.84,0.0,0.17,Wheat,Flowering,11.52,2.81,0
27.52,69.58,59.98,0.0,0.0,Rice,Fruiting,18.13,4.66,0
18.63,63.26,45.0,1.33,1.46,Rice,Vegetative,12.89,2.93,1
33.9,86.16,58.11,0.29,0.0,Soybean,Flowering,19.13,3.78,0
18.14,59.6,14.83,0.0,1.94,Corn,Fruiting,7.6,1.79,2
13.68,56.15,71.47,0.0,0.0,Tomato,Vegetative,16.88,3.62,0
27.67,54.0,26.27,2.98,0.0,Wheat,Vegetative,16.96,5.38,0
19.28,36.59,70.63,0.0,0.0,Rice,Seedling,20.64,6.27,0
27.25,69.92,90.47,0.0,0.0,Tomato,Seedling,19.81,5.03,2
8.17,58.42,29.08,0.0,0.0,Tomato,Fruiting,12.97,2.23,2
34.75,67.65,45.65,0.0,1.11,Corn,Fruiting,12.28,3.78,0
29.71,87.63,31.88,0.0,0.0,Rice,Vegetative,11.78,2.02,2
14.5,54.14,19.51,0.0,0.0,Wheat,Flowering,13.72,3.09,2
14.65,24.93,46.04,0.0,1.01,Soybean,Vegetative,13.97,4.04,0
36.71,67.22,58.29,0.0,0.0,Wheat,Vegetative,19.84,6.37,0
19.84,62.5,68.17,0.0,1.81,Tomato,Seedling,5.43,1.29,0
19.16,49.01,53.8,0.0,0.0,Rice,Fruiting,7.62,2.07,1
9.14,65.96,25.84,0.0,0.0,Wheat,Fruiting,7.96,1.29,1
22.54,71.79,56.05,0.0,0.0,Soybean,Fruiting,14.38,3.17,0
23.41,45.8,18.11,0.0,0.0,Corn,Vegetative,17.93,5.59,2
30.01,55.48,18.05,0.0,0.0,Rice,Vegetative,16.77,5.5,2
15.21,82.15,39.39,2.39,1.12,Wheat,Seedling,10.17,1.46,0
14.36,49.18,74.15,1.01,0.0,Tomato,Fruiting,19.72,4.65,0
28.16,61.0,59.53,0.0,0.0,Tomato,Seedling,20.65,6.09,0
32.05,20.63,45.06,0.0,0.0,Rice,Flowering,18.79,8.58,2
14.0,37.77,33.8,2.79,0.0,Corn,Vegetative,12.67,3.27,1
32.57,62.36,38.93,0.0,0.0,Rice,Flowering,14.95,4.75,1
25.26,78.42,26.15,1.71,0.0,Soybean,Flowering,20.05,4.13,1
32.64,39.57,69.38,2.71,0.0,Wheat,Seedling,14.81,5.97,1
24.51,61.12,94.41,0.59,2.11,Corn,Vegetative,15.7,4.26,0
